DataSet,Algorithm,Corrects(%),[P]T+,[I]T+,[N]T+,[P]T-,[I]T-,[N]T-
VALE5(1),J48,51.45022210608832,0.5275181723779855,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5251396648044693
VALE5(1),J48,51.31957146590018,0.5275181723779855,0.0,0.5102260495156081,0.5118358758548133,1.0,0.5251396648044693
VALE5(1),J48,51.39796185001307,0.5280373831775701,0.0,0.511302475780409,0.5128879537085744,1.0,0.5256475368207212
VALE5(1),J48,51.45022210608832,0.5264797507788161,0.0,0.5139935414424112,0.5155181483429774,1.0,0.5241239207719655
VALE5(1),J48,51.31957146590018,0.5275181723779855,0.0,0.5102260495156081,0.5118358758548133,1.0,0.5251396648044693
VALE5(1),J48,51.39796185001307,0.5290758047767393,0.0,0.5102260495156081,0.5118358758548133,1.0,0.526663280853225
VALE5(1),J48,51.45022210608832,0.5290758047767393,0.0,0.511302475780409,0.5128879537085744,1.0,0.526663280853225
VALE5(1),J48,51.47635223412595,0.5275181723779855,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5251396648044693
VALE5(1),J48,51.31957146590018,0.5259605399792315,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5236160487557135
VALE5(1),J48,51.34570159393781,0.5290758047767393,0.0,0.5091496232508074,0.5107837980010521,1.0,0.526663280853225
VALE5(1),J48,51.42409197805069,0.5290758047767393,0.0,0.5107642626480086,0.5123619147816938,1.0,0.526663280853225
VALE5(1),J48,51.42409197805069,0.5280373831775701,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5256475368207212
VALE5(1),J48,51.39796185001307,0.5295950155763239,0.0,0.5096878363832078,0.5113098369279326,1.0,0.5271711528694769
VALE5(1),J48,51.37183172197544,0.5275181723779855,0.0,0.511302475780409,0.5128879537085744,1.0,0.5251396648044693
VALE5(1),J48,51.31957146590018,0.5269989615784009,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5246317927882174
VALE5(1),J48,51.45022210608832,0.5280373831775701,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5256475368207212
VALE5(1),J48,51.34570159393781,0.5275181723779855,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5251396648044693
VALE5(1),J48,51.34570159393781,0.5285565939771547,0.0,0.5096878363832078,0.5113098369279326,1.0,0.5261554088369731
VALE5(1),J48,51.45022210608832,0.5285565939771547,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5261554088369731
VALE5(1),J48,51.39796185001307,0.5295950155763239,0.0,0.5096878363832078,0.5113098369279326,1.0,0.5271711528694769
VALE5(1),J48,51.39796185001307,0.5275181723779855,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5251396648044693
VALE5(1),J48,51.39796185001307,0.5275181723779855,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5251396648044693
VALE5(1),J48,51.31957146590018,0.5280373831775701,0.0,0.5096878363832078,0.5113098369279326,1.0,0.5256475368207212
VALE5(1),J48,51.39796185001307,0.5301142263759087,0.0,0.5091496232508074,0.5107837980010521,1.0,0.5276790248857288
VALE5(1),J48,51.39796185001307,0.5285565939771547,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5261554088369731
VALE5(1),J48,51.42409197805069,0.5264797507788161,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5241239207719655
VALE5(1),J48,51.42409197805069,0.5269989615784009,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5246317927882174
VALE5(1),J48,51.39796185001307,0.5264797507788161,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5241239207719655
VALE5(1),J48,51.39796185001307,0.5295950155763239,0.0,0.5096878363832078,0.5113098369279326,1.0,0.5271711528694769
VALE5(1),J48,51.47635223412595,0.5275181723779855,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5251396648044693
VALE5(1),J48,51.31957146590018,0.5259605399792315,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5236160487557135
VALE5(1),Random Forest,51.528612490201205,0.5285565939771547,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5261554088369731
VALE5(1),Random Forest,51.42409197805069,0.5290758047767393,0.0,0.5107642626480086,0.5123619147816938,1.0,0.526663280853225
VALE5(1),Random Forest,51.47635223412595,0.5264797507788161,0.0,0.5145317545748116,0.516044187269858,1.0,0.5241239207719655
VALE5(1),Random Forest,51.45022210608832,0.5269989615784009,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5246317927882174
VALE5(1),Random Forest,51.502482362163576,0.5285565939771547,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5261554088369731
VALE5(1),Random Forest,51.45022210608832,0.5275181723779855,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5251396648044693
VALE5(1),Random Forest,51.42409197805069,0.5275181723779855,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5251396648044693
VALE5(1),Random Forest,51.45022210608832,0.5275181723779855,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5251396648044693
VALE5(1),Random Forest,51.47635223412595,0.5290758047767393,0.0,0.5118406889128094,0.5134139926354551,1.0,0.526663280853225
VALE5(1),Random Forest,51.528612490201205,0.5280373831775701,0.0,0.5139935414424112,0.5155181483429774,1.0,0.5256475368207212
VALE5(1),Random Forest,51.42409197805069,0.5275181723779855,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5251396648044693
VALE5(1),Random Forest,51.45022210608832,0.5269989615784009,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5246317927882174
VALE5(1),Random Forest,51.37183172197544,0.5285565939771547,0.0,0.5102260495156081,0.5118358758548133,1.0,0.5261554088369731
VALE5(1),Random Forest,51.502482362163576,0.5275181723779855,0.0,0.5139935414424112,0.5155181483429774,1.0,0.5251396648044693
VALE5(1),Random Forest,51.39796185001307,0.5285565939771547,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5261554088369731
VALE5(1),Random Forest,51.42409197805069,0.5264797507788161,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5241239207719655
VALE5(1),Random Forest,51.39796185001307,0.5269989615784009,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5246317927882174
VALE5(1),Random Forest,51.45022210608832,0.5269989615784009,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5246317927882174
VALE5(1),Random Forest,51.45022210608832,0.5264797507788161,0.0,0.5139935414424112,0.5155181483429774,1.0,0.5241239207719655
VALE5(1),Random Forest,51.502482362163576,0.5259605399792315,0.0,0.5156081808396125,0.5170962651236192,1.0,0.5236160487557135
VALE5(1),Random Forest,51.39796185001307,0.5280373831775701,0.0,0.511302475780409,0.5128879537085744,1.0,0.5256475368207212
VALE5(1),Random Forest,51.502482362163576,0.5280373831775701,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5256475368207212
VALE5(1),Random Forest,51.502482362163576,0.5269989615784009,0.0,0.5145317545748116,0.516044187269858,1.0,0.5246317927882174
VALE5(1),Random Forest,51.47635223412595,0.5264797507788161,0.0,0.5145317545748116,0.516044187269858,1.0,0.5241239207719655
VALE5(1),Random Forest,51.42409197805069,0.5264797507788161,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5241239207719655
VALE5(1),Random Forest,51.42409197805069,0.5275181723779855,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5251396648044693
VALE5(1),Random Forest,51.39796185001307,0.5264797507788161,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5241239207719655
VALE5(1),Random Forest,51.502482362163576,0.5264797507788161,0.0,0.515069967707212,0.5165702261967385,1.0,0.5241239207719655
VALE5(1),Random Forest,51.47635223412595,0.5275181723779855,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5251396648044693
VALE5(1),Random Forest,51.42409197805069,0.5280373831775701,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5256475368207212
VALE5(1),Random Forest,51.45022210608832,0.5264797507788161,0.0,0.5139935414424112,0.5155181483429774,1.0,0.5241239207719655
VALE5(1),Random Forest,51.39796185001307,0.5280373831775701,0.0,0.511302475780409,0.5128879537085744,1.0,0.5256475368207212
VALE5(1),Random Forest,51.47635223412595,0.5264797507788161,0.0,0.5145317545748116,0.516044187269858,1.0,0.5241239207719655
VALE5(1),Random Forest,51.37183172197544,0.5280373831775701,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5256475368207212
VALE5(1),Random Forest,51.42409197805069,0.5290758047767393,0.0,0.5107642626480086,0.5123619147816938,1.0,0.526663280853225
VALE5(1),Naive Bayes,51.42409197805069,0.5269989615784009,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5246317927882174
VALE5(1),Naive Bayes,51.42409197805069,0.5285565939771547,0.0,0.511302475780409,0.5128879537085744,1.0,0.5261554088369731
VALE5(1),Naive Bayes,51.39796185001307,0.5290758047767393,0.0,0.5102260495156081,0.5118358758548133,1.0,0.526663280853225
VALE5(1),Naive Bayes,51.293441337862554,0.5280373831775701,0.0,0.5091496232508074,0.5107837980010521,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.37183172197544,0.5264797507788161,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5241239207719655
VALE5(1),Naive Bayes,51.42409197805069,0.5290758047767393,0.0,0.5107642626480086,0.5123619147816938,1.0,0.526663280853225
VALE5(1),Naive Bayes,51.45022210608832,0.5285565939771547,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5261554088369731
VALE5(1),Naive Bayes,51.39796185001307,0.5290758047767393,0.0,0.5102260495156081,0.5118358758548133,1.0,0.526663280853225
VALE5(1),Naive Bayes,51.42409197805069,0.5280373831775701,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.293441337862554,0.5269989615784009,0.0,0.5102260495156081,0.5118358758548133,1.0,0.5246317927882174
VALE5(1),Naive Bayes,51.267311209824925,0.5275181723779855,0.0,0.5091496232508074,0.5107837980010521,1.0,0.5251396648044693
VALE5(1),Naive Bayes,51.37183172197544,0.5306334371754933,0.0,0.5080731969860065,0.5097317201472908,1.0,0.5281868969019807
VALE5(1),Naive Bayes,51.42409197805069,0.5295950155763239,0.0,0.5102260495156081,0.5118358758548133,1.0,0.5271711528694769
VALE5(1),Naive Bayes,51.37183172197544,0.5269989615784009,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5246317927882174
VALE5(1),Naive Bayes,51.45022210608832,0.5280373831775701,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.42409197805069,0.5269989615784009,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5246317927882174
VALE5(1),Naive Bayes,51.39796185001307,0.5295950155763239,0.0,0.5096878363832078,0.5113098369279326,1.0,0.5271711528694769
VALE5(1),Naive Bayes,51.37183172197544,0.5280373831775701,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.45022210608832,0.5264797507788161,0.0,0.5139935414424112,0.5155181483429774,1.0,0.5241239207719655
VALE5(1),Naive Bayes,51.502482362163576,0.5280373831775701,0.0,0.5134553283100107,0.5149921094160967,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.39796185001307,0.5280373831775701,0.0,0.511302475780409,0.5128879537085744,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.45022210608832,0.5301142263759087,0.0,0.5102260495156081,0.5118358758548133,1.0,0.5276790248857288
VALE5(1),Naive Bayes,51.31957146590018,0.5285565939771547,0.0,0.5091496232508074,0.5107837980010521,1.0,0.5261554088369731
VALE5(1),Naive Bayes,51.34570159393781,0.5264797507788161,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5241239207719655
VALE5(1),Naive Bayes,51.39796185001307,0.5275181723779855,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5251396648044693
VALE5(1),Naive Bayes,51.42409197805069,0.5275181723779855,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5251396648044693
VALE5(1),Naive Bayes,51.42409197805069,0.5280373831775701,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.45022210608832,0.5275181723779855,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5251396648044693
VALE5(1),Naive Bayes,51.37183172197544,0.5290758047767393,0.0,0.5096878363832078,0.5113098369279326,1.0,0.526663280853225
VALE5(1),Naive Bayes,51.37183172197544,0.5280373831775701,0.0,0.5107642626480086,0.5123619147816938,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.42409197805069,0.5280373831775701,0.0,0.5118406889128094,0.5134139926354551,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.45022210608832,0.5290758047767393,0.0,0.511302475780409,0.5128879537085744,1.0,0.526663280853225
VALE5(1),Naive Bayes,51.45022210608832,0.5280373831775701,0.0,0.5123789020452099,0.5139400315623356,1.0,0.5256475368207212
VALE5(1),Naive Bayes,51.502482362163576,0.5285565939771547,0.0,0.5129171151776103,0.5144660704892162,1.0,0.5261554088369731
VALE5(1),Naive Bayes,51.34570159393781,0.5295950155763239,0.0,0.5086114101184069,0.5102577590741715,1.0,0.5271711528694769
VALE5(2),J48 Unpruned,50.15682174594877,0.7014537902388369,0.0,0.30570505920344454,0.3063157894736842,1.0,0.7007113821138211
VALE5(2),J48 Unpruned,50.418191322530056,0.7066458982346833,0.0,0.30570505920344454,0.3063157894736842,1.0,0.7057926829268293
VALE5(2),J48 Unpruned,50.20909566126503,0.6910695742471443,0.0,0.317545748116254,0.3194736842105263,1.0,0.6890243902439024
VALE5(2),J48 Unpruned,49.97386304234187,0.7009345794392523,0.0,0.302475780409042,0.3036842105263158,1.0,0.6996951219512195
VALE5(2),J48 Unpruned,50.44432828018819,0.7274143302180686,0.0,0.2847147470398278,0.28526315789473683,1.0,0.7266260162601627
VALE5(2),J48 Unpruned,49.869315211709356,0.7009345794392523,0.0,0.30032292787944026,0.30105263157894735,1.0,0.7002032520325203
VALE5(2),J48 Unpruned,50.20909566126503,0.7076843198338525,0.0,0.30032292787944026,0.3026315789473684,1.0,0.7052845528455285
VALE5(2),J48 Unpruned,50.26136957658129,0.7170301142263759,0.0,0.2917115177610334,0.2931578947368421,1.0,0.7154471544715447
VALE5(2),J48 Unpruned,50.62728698379509,0.7175493250259606,0.0,0.29870828848223896,0.30105263157894735,1.0,0.7149390243902439
VALE5(2),J48 Unpruned,50.0,0.7144340602284528,0.0,0.2890204520990312,0.2889473684210526,1.0,0.7144308943089431
VALE5(2),J48 Unpruned,49.764767381076844,0.6884735202492211,0.0,0.3110871905274489,0.3121052631578947,1.0,0.6875
VALE5(2),J48 Unpruned,49.73863042341871,0.6801661474558671,0.0,0.3191603875134553,0.32,1.0,0.679369918699187
VALE5(2),J48 Unpruned,50.235232618923156,0.7087227414330218,0.0,0.2997847147470398,0.30105263157894735,1.0,0.7073170731707317
VALE5(2),J48 Unpruned,50.967067433350756,0.7092419522326064,0.0,0.3143164693218515,0.31473684210526315,1.0,0.7083333333333334
VALE5(2),J48 Unpruned,50.62728698379509,0.7180685358255452,0.0,0.2981700753498385,0.29894736842105263,1.0,0.7169715447154471
VALE5(2),J48 Unpruned,50.1829587036069,0.6983385254413291,0.0,0.3094725511302476,0.3105263157894737,1.0,0.6971544715447154
VALE5(2),J48 Unpruned,50.3659174072138,0.7424714434060229,0.0,0.267491926803014,0.26842105263157895,1.0,0.7413617886178862
VALE5(2),J48 Unpruned,50.130684788290644,0.7201453790238836,0.0,0.2857911733046286,0.28526315789473683,1.0,0.7205284552845529
VALE5(2),J48 Unpruned,49.16361735493989,0.6822429906542056,0.0,0.3051668460710441,0.30526315789473685,1.0,0.6824186991869918
VALE5(2),J48 Unpruned,50.26136957658129,0.7087227414330218,0.0,0.30032292787944026,0.3021052631578947,1.0,0.7068089430894309
VALE5(2),J48 Unpruned,50.62728698379509,0.7045690550363447,0.0,0.31216361679224974,0.31157894736842107,1.0,0.7047764227642277
VALE5(2),J48 Unpruned,49.764767381076844,0.7300103842159917,0.0,0.2680301399354144,0.27,1.0,0.728150406504065
VALE5(2),J48 Unpruned,49.66021955044433,0.6921079958463136,0.0,0.3051668460710441,0.3068421052631579,1.0,0.6905487804878049
VALE5(2),J48 Unpruned,50.496602195504444,0.7217030114226376,0.0,0.2917115177610334,0.2931578947368421,1.0,0.720020325203252
VALE5(2),J48 Unpruned,50.20909566126503,0.7279335410176532,0.0,0.27933261571582346,0.2805263157894737,1.0,0.7266260162601627
VALE5(2),J48 Unpruned,49.55567171981181,0.7144340602284528,0.0,0.2798708288482239,0.28157894736842104,1.0,0.7129065040650406
VALE5(2),J48 Unpruned,49.66021955044433,0.6926272066458983,0.0,0.30462863293864373,0.3057894736842105,1.0,0.6915650406504065
VALE5(2),J48 Unpruned,50.47046523784631,0.7014537902388369,0.0,0.31216361679224974,0.3131578947368421,1.0,0.7002032520325203
VALE5(2),J48 Unpruned,49.92158912702561,0.6884735202492211,0.0,0.3143164693218515,0.3163157894736842,1.0,0.6864837398373984
VALE5(2),J48 Unpruned,50.496602195504444,0.7066458982346833,0.0,0.30731969860064584,0.30894736842105264,1.0,0.7047764227642277
VALE5(2),J48 Unpruned,50.94093047569263,0.7045690550363447,0.0,0.3186221743810549,0.31894736842105265,1.0,0.703760162601626
VALE5(2),J48 Unpruned,51.20230005227391,0.7024922118380063,0.0,0.3261571582346609,0.3268421052631579,1.0,0.7012195121951219
VALE5(2),J48 Unpruned,50.679560899111344,0.7217030114226376,0.0,0.29547900968783636,0.29578947368421055,1.0,0.7210365853658537
VALE5(2),J48 Unpruned,50.052273915316256,0.6962616822429907,0.0,0.30893433799784714,0.3105263157894737,1.0,0.6946138211382114
VALE5(2),J48 Unpruned,49.4511238891793,0.681723779854621,0.0,0.3116254036598493,0.3131578947368421,1.0,0.6803861788617886
VALE5(2),J48,49.8170412963931,0.711318795430945,0.0,0.2884822389666308,0.29210526315789476,1.0,0.7078252032520326
VALE5(2),J48,49.503397804495556,0.6952232606438213,0.0,0.29870828848223896,0.29947368421052634,1.0,0.6946138211382114
VALE5(2),J48,49.79090433873497,0.7082035306334372,0.0,0.29117330462863295,0.29473684210526313,1.0,0.7047764227642277
VALE5(2),J48,50.0,0.67601246105919,0.0,0.32884822389666307,0.3310526315789474,1.0,0.6737804878048781
VALE5(2),J48,50.052273915316256,0.7061266874350987,0.0,0.29870828848223896,0.29894736842105263,1.0,0.7057926829268293
VALE5(2),J48,49.71249346576059,0.7274143302180686,0.0,0.2696447793326157,0.2710526315789474,1.0,0.7261178861788617
VALE5(2),J48,49.581808677469944,0.6869158878504673,0.0,0.30893433799784714,0.3105263157894737,1.0,0.6854674796747967
VALE5(2),J48,49.869315211709356,0.7019730010384216,0.0,0.2992465016146394,0.3005263157894737,1.0,0.7007113821138211
VALE5(2),J48,49.92158912702561,0.7159916926272066,0.0,0.2857911733046286,0.2894736842105263,1.0,0.7123983739837398
VALE5(2),J48,49.24202822791427,0.677570093457944,0.0,0.3116254036598493,0.31526315789473686,1.0,0.6742886178861789
VALE5(2),J48,50.20909566126503,0.7305295950155763,0.0,0.2766415500538213,0.27789473684210525,1.0,0.7291666666666666
VALE5(2),J48,49.137480397281756,0.711318795430945,0.0,0.2744886975242196,0.2794736842105263,1.0,0.7068089430894309
VALE5(2),J48,50.47046523784631,0.7289719626168224,0.0,0.28363832077502693,0.2868421052631579,1.0,0.725609756097561
VALE5(2),J48,50.313643491897544,0.7237798546209762,0.0,0.2857911733046286,0.2889473684210526,1.0,0.7205284552845529
VALE5(2),J48,49.6340825927862,0.7274143302180686,0.0,0.2680301399354144,0.26789473684210524,1.0,0.7276422764227642
VALE5(2),J48,49.581808677469944,0.7331256490134995,0.0,0.26103336921420883,0.26263157894736844,1.0,0.7317073170731707
VALE5(2),J48,49.8170412963931,0.7050882658359294,0.0,0.294940796555436,0.2963157894736842,1.0,0.703760162601626
VALE5(2),J48,50.052273915316256,0.7248182762201454,0.0,0.27933261571582346,0.2805263157894737,1.0,0.7235772357723578
VALE5(2),J48,49.00679560899111,0.7050882658359294,0.0,0.2782561894510226,0.2794736842105263,1.0,0.7042682926829268
VALE5(2),J48,49.05906952430737,0.6957424714434061,0.0,0.2890204520990312,0.2910526315789474,1.0,0.6941056910569106
VALE5(2),J48,49.4511238891793,0.7123572170301142,0.0,0.2798708288482239,0.28210526315789475,1.0,0.7103658536585366
VALE5(2),J48,49.47726084683743,0.7014537902388369,0.0,0.2917115177610334,0.2931578947368421,1.0,0.7002032520325203
VALE5(2),J48,49.686356508102456,0.6993769470404985,0.0,0.2981700753498385,0.3,1.0,0.6976626016260162
VALE5(2),J48,49.52953476215369,0.7024922118380063,0.0,0.2917115177610334,0.2931578947368421,1.0,0.7012195121951219
VALE5(2),J48,49.764767381076844,0.6936656282450675,0.0,0.30570505920344454,0.30894736842105264,1.0,0.6905487804878049
VALE5(2),J48,49.398849973863044,0.7237798546209762,0.0,0.26695371367061355,0.26842105263157895,1.0,0.7225609756097561
VALE5(2),J48,49.869315211709356,0.7107995846313603,0.0,0.2900968783638321,0.29157894736842105,1.0,0.709349593495935
VALE5(2),J48,49.52953476215369,0.671858774662513,0.0,0.3234660925726588,0.32473684210526316,1.0,0.6707317073170732
VALE5(2),J48,49.18975431259801,0.7097611630321911,0.0,0.27717976318622173,0.27842105263157896,1.0,0.7088414634146342
VALE5(2),J48,49.89545216936749,0.6640706126687436,0.0,0.33907427341227125,0.3394736842105263,1.0,0.6636178861788617
VALE5(2),J48,49.89545216936749,0.7144340602284528,0.0,0.2868675995694295,0.28789473684210526,1.0,0.7134146341463414
VALE5(2),J48,49.111343439623624,0.6843198338525441,0.0,0.30193756727664156,0.3021052631578947,1.0,0.6844512195121951
VALE5(2),J48,50.33978044955567,0.7030114226375909,0.0,0.3078579117330463,0.31105263157894736,1.0,0.6996951219512195
VALE5(2),J48,49.8170412963931,0.6931464174454829,0.0,0.30731969860064584,0.30894736842105264,1.0,0.6915650406504065
VALE5(2),J48,49.42498693152117,0.6671858774662512,0.0,0.3261571582346609,0.32842105263157895,1.0,0.6651422764227642
VALE5(2),Random Forest,49.66021955044433,0.6936656282450675,0.0,0.30355220667384286,0.30473684210526314,1.0,0.6925813008130082
VALE5(2),Random Forest,49.52953476215369,0.6905503634475597,0.0,0.3040904198062433,0.30473684210526314,1.0,0.6900406504065041
VALE5(2),Random Forest,50.52273915316257,0.7128764278296988,0.0,0.3013993541442411,0.30157894736842106,1.0,0.7123983739837398
